source,document,if_literary,target,score,model,pair,len_source
"A shared look of horror came from the advisor and Queen Eirwen herself. She slowly looked down at the floor. “Yes, my king.” She bowed.
","literary	test-en-literary_forever_snow_chunk_1_words_993
",True,"顧問とエアウェン女王自身が同じ恐怖の表情を浮かべた。彼女はゆっくりと床を見下ろした。「はい、私の王様」彼女はお辞儀をしました
",0.985,NTTSU,en-ja,25
"She flipped to a blank page and wrote the date on it. Under it, she wrote, “5/11/648 -12/13/648.”
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"彼女は空白のページをめくり、日付を書き込んだ。その下に「5/11/648 -12/13/648」と書かれていた。
",0.675,NTTSU,en-ja,18
"“Reviewing old memories?” Ivory inquired, looking at the old notebook. Kari nodded. “Do you think that they will let you out for Christmas? It’s only a few days away.”
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"「懐かしい思い出を振り返るのかな？」イボリーは古いノートを見ながら尋ねた。カリはうなずいた。「クリスマスには釈放してくれると思いますか？　それはもう数日後ですよ」
",0.925,NTTSU,en-ja,29
"Kari tapped twice on the lantern. No, as Ivory predicted. The Ice King never let Kari out, as she was seen as “a flaw” in his eyes. She was born mute and was the only girl in her family, as it was all made up of boys.
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"カリはランタンを２回たたいた。イボリーが予測した通りです。氷の王は、カリを「欠陥」と見なしていたため、彼女を外に出さなかった。彼女は生まれつき口が利けず、男の子ばかりで構成されていた家族の中で唯一の女の子だった。
",0.905,NTTSU,en-ja,47
"Ivory was too, in their own special way. When Ivory came out as nonbinary, it seemed like the world changed too. They were given the jobs that would make them spend time alone for most of the time, as a punishment for being different.
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"アイボリーも自分なりに特徴があった。アイボリーがノンバイナリーとして出てきたとき、世界も変わったように思えた。彼らは異質であることを罰として、ほとんどの時間を一人で過ごすような仕事を与えられた。
",0.76,NTTSU,en-ja,44
"They were also forced to work as the princess’ servant. They didn’t mind it much thought, as they got a friend too.
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"彼女たちは王女の侍女として働かされた。友達もできたので、それほど気にしなかったという。
",0.92,NTTSU,en-ja,22
"“It’s your birthday soon, isn’t it?” Ivory asked, remembering that the princess’ birthday was in a few days. Kari nodded, a sad glint in her light blue eyes.
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"「もうすぐお誕生日ですよね？」イヴォリーは、王女の誕生日が数日後だと思い出しながら尋ねた。カリはうなずき、薄い青色の瞳に悲しげな輝きがあった。
",0.96,NTTSU,en-ja,28
"“Do you want to celebrate?” They asked, reflecting on the last time she answered it.
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"「お祝いしますか？」彼らは彼女が最後に答えた時のことを思い出して質問しました
",0.95,NTTSU,en-ja,15
"No. Kari tapped out. Ivory knew that it was a hard subject for her. It was the day that she was confined to her room and her mother was banished. Ivory was only a baby when it happened, but they remembered the outrage the servants and townspeople were in. They heard Queen Eirwen was a nice queen, but also weirdly predicted things that would happen.
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"いいえ。カリはタップアウトした。イボリーは、これは彼女にとって難しい話題であることを知っていた。その日は彼女が部屋に閉じ込められ、母親が追放された日だった。イヴォリーはまだ赤ん坊だったが、彼らはその時、家来や町民たちが激怒したことを覚えていた。エアウェン女王は優しい女王だと聞いていたが、不思議なことに起こることを予言していた。
",0.95,NTTSU,en-ja,65
"“So… whatcha wanna do?” They asked. Kari looked up at them, teeming with excitement. She handed Ivory a paper. When they looked down at it however…
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"「じゃあ・・・何したい？」彼らは尋ねました。カリは彼らを見上げ、興奮にあふれていた。彼女は紙をイボリーに渡しましたしかし、彼らがそれを見下ろしたとき…
",0.925,NTTSU,en-ja,26
"0430 Itania time. Cohren hated waking up this early. Mainly because it was his responsibility to wake everyone else up in his company. Silently stepping out of his bunk, he put on his combat fatigues, throwing on his assault vest, and packed up his belongings from his locker, being careful with a particular small box. He shoulded his rifle and put his helmet on a small hook connected to his belt. It had all its fixing, respirator, goggles, everything needed. After checking his ammo pouches, he quietly walked out of the barracks, mud and ice squelching under his boots.
","literary	test-en-literary_the_other_side_stormfall_chunk_1_words_992
",True,"0430イタニア時間。コーレンはこんな早朝起きるのが嫌いだった。主に会社の仲間を起こすのが彼の責任だったからです。彼は静かに寝台から立ち上がり、戦闘服を着、攻撃用ベストを羽織り、ロッカーから持ち物を詰め込んだ。特に小さな箱を慎重に扱った。彼は銃を肩に担いで、ベルトに取り付けられた小さなフックにヘルメットを置いた。すべての固定具、呼吸器、ゴーグル、必要なものはすべて揃っていた。弾薬ポーチをチェックした後、静かに兵舎を出て、泥や氷が彼のブーツの下でゴロゴロとした。
",0.9,NTTSU,en-ja,99
"He took a lighter from his jacket pocket and a cig from the other. Lighting it, he took a small drag before opening the door slightly. Over the last week he had to get creative when waking the men and women under his command. He stopped using the preset wake up alarm, half the time it never worked, when all that came from the speakers was a light hiss.
","literary	test-en-literary_the_other_side_stormfall_chunk_1_words_992
",True,"彼はジャケットのポケットからライターを取り出し、もう一方の手でタバコを取り出し、火をつけて少し吸ってからドアを少し開けた。 この一週間、彼は自分の指揮下にある兵士たちを起こすために創意工夫をしなければならなかった。 彼はプリセットの目覚まし時計を使わなくなった。 半分の時間、スピーカーから出てくるのは軽いざわめきだけだったからだ。
",0.9,NTTSU,en-ja,69
"“Waking them up” Cohren turned to see 2nd Lieutenant Nemic walking up.
","literary	test-en-literary_the_other_side_stormfall_chunk_1_words_992
",True,"「彼らを目覚めさせる」コーレンは振り向くと、二等尉ネミックが歩み寄ってくるのを見た。
",0.925,NTTSU,en-ja,12
"Before he could answer, the door opened and Harris, Craith, and a few others hurried out, already fully dressed and kitted out.
","literary	test-en-literary_the_other_side_stormfall_chunk_1_words_992
",True,"答える前にドアが開き、ハリス、クレイス、その他数人が既に服を着て装備を整えて急いで出て行った。
",0.85,NTTSU,en-ja,22
"“Yes sir. There should be on their way now, we gave them time to grab rations from the mess” 	At 0500 sharp, Exodus company assembled at the motor pool. Shaw stepped onto a box and began to speak.
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"「はい、彼らは既に出発しているはずです、私たちは彼らに食糧を調達する時間を与えました」 0500の鐘が鳴ると、エクソダス中隊はモータープールに集合した。ショウはボックスの上に上がり、話し始めた。
",0.86,NTTSU,en-ja,38
"“Where are moving out to FOB I-131, fifty miles outside of Ianlos. We are to support the ongoing siege and later attack of Ianlos to flush out the insurgency there. From there we will have a foothold and the base of the mountains” Shaw explained. “Get with your squads and mount up”
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"「我々はイアンロスの50マイル離れたFOB I-131に移動しており、現在進行中のイアンロス包囲戦とその後の攻撃を支援し、そこで反乱軍を追い出すことになっている。そこから我々は拠点を確保し、山脈の基地となる」ショウ氏は説明した。「分隊に集まって装備を整えろ」
",0.945,NTTSU,en-ja,52
"The company dispersed, joining together in their squads and their sergeants had them mount up on one of the tanks. Cohren pulled himself onto one of the tanks farther up on the convoy, joining Nemic, Craith, and two new recruits. Cohren remembered them arriving a few days ago, but didn’t know much about them. Sitting on the side, dangling his legs on the side, he adjusted his pack and radio set, which connected to his earpiece and throat mic.
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"分散した隊員たちは分隊ごとに集まり、中隊長らが戦車に乗り込むよう指示した。コーレンは、コンボイのさらに前方にある戦車の1台に乗り移り、ネミック、クレイス、そして2人の新兵と合流した。コーレンは数日前に彼らが到着したことを覚えていたが、彼らについてあまり知らなかった。側に座り、足を側に垂らして、耳に装着しているイヤホンと喉元のマイクにつながっているラジオセットを調整している。
",0.93,NTTSU,en-ja,79
"“Hey Cohren, does Harris still have Snowball?” Nemic asks as they got settled in.
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"「コーレン、ハリスはまだスノーボールを持っているのか？」 ネミックは落ち着いたところで尋ねた。
",0.945,NTTSU,en-ja,14
"“You mean his chicken he stole?” Cohren remembered the morning they had stolen him from a farm. “Yeah, i'm pretty sure”
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"「それって彼が盗んだ鶏ですか？」コーレンは、彼らが彼を農場から盗んだ朝を思い出した。「そう、確かだ」
",0.83,NTTSU,en-ja,21
"Cohren glanced over to one of the other tanks and spotted Harris with his squad. From the back of his pack he could just make out the movement of a small chicken moving its head around, scanning the surroundings.
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"コーレンは他の戦車の一つに目を転じ、ハリスと彼の小隊がいるのを見つけた。背中の荷物からは、小さな鶏が頭を動かして周囲を見回している様子が垣間見えた。
",0.925,NTTSU,en-ja,39
"“Yup, he still has him” Cohren answered as the tank's turret hatch clanked open and its commander came into view.
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"「はい、まだ残っている」とコーレンは、砲塔のハッチが開き、指揮官が姿を現した際に答えた。
",0.82,NTTSU,en-ja,20
"“All tanks were moving out” The commander started calmly but clearly into his headset. The engines of a platoon of tanks and Strykers roared to life as they started moving forward. The Kronos Cohren was on jolted as its break released and moved forward, getting into formation. The tanks took up a wedge formation as they moved across the Itania plains. The winter storms had frozen over the wetlands and forests, but the mud always remained.
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"「すべての戦車が出動していた」司令官は静かに、しかしはっきりとヘッドセットに向かって話し始めた。戦車とストライカーの連隊が前進を開始し、エンジンが轟音をあげた。クロノス・コーレンはブレーキが解けて前に進み、フォーメーションに入った。イタニア平原を進む際、戦車は斜め陣形をとった。冬の嵐により湿地や森林は凍りついたが、泥は常に残ったままだった。
",0.915,NTTSU,en-ja,76
"After around an hour, one of the new recruits, Cohren, remembered his name being Orson, spoke up. “Lieutenant, you’ve been here since the start of the war, right?”
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"1時間ほど経った後、新兵の一人コーレンが、自分の名前がオーソンであることを思い出し、声を上げた。「准尉、あなたは戦争の始まりからここにいたんですよね？」
",0.93,NTTSU,en-ja,28
"“Yup, Operation Firestorm,” Cohren answered. “We thought it would be over in a few weeks, but…we underestimate them”
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"「ええ、ファイアストーム作戦だ」とコーレンは答えた。「数週間で終わるだろうと思っていたけど…我々は彼らを過小評価していた」
",0.97,NTTSU,en-ja,18
"The advancement of Humanity never ceased, even for a moment–during difficult times we grow and adapt once again. The cities are as prosperous as ever, and our technological advancement is rising. With our recent discovery of Ignniat, humanity has once skyrocketed past its peak; the greatest has yet to be achieved. This grace of newfound knowledge could only be described as divine intervention - we humanity will be able to grace the gods with our presence in their land in the clouds. Everyone within the company of Karascene has evaluated Ignniat and we sense a large potential within this mineral – worry not, Ignniat has not been evaluated to have any side effects or downsides of being mined, it has a higher chance to–
","literary	test-en-literary_detestable_chunk_1_words_982
",True,"人類の進歩は、一瞬たりとも止まることはありませんでした。困難な時期にも、私たちは再び成長し、適応します。都市は相変わらず繁栄し、技術の進歩は加速しています。最近のイグニアトの発見により、人類はかつてのピークをはるかに超えて急上昇しましたが、最大のものはまだ達成されていません。この新たに発見された知識の恩恵は、神の介入としか言いようがありません。私たち人類は、雲の上の神々の国に存在して、神々に恩恵を与えることができるでしょう。カラシーンの仲間全員がイグニアトを評価し、この鉱物に大きな可能性を感じています。心配しないでください。イグニアトは採掘による副作用や欠点があるとは評価されておらず、むしろ…
",0.79,ONLINE-B,en-ja,124
"A click. It had been reruns of this same stream, the day the world was ruined. Dad always found himself turning the channel off when I was unable to tear my eyes away. The somber face he gave me ensured a gut-wrenching feeling transpiring from deep within – I always feel bad when it plays, but it opens the floodgates to so many memories; granted they weren't very good ones. Letting out a sigh, I slowly rose to my feet, gotta get my mind off things. His saddened mood remained, and regularly I’d try to help ease his mood and at least give him a little bit of joy, but today; I’m tired.
","literary	test-en-literary_detestable_chunk_1_words_982
",True,"カチッ。それは、世界が破滅した日、この同じストリームの再放送だった。私が目を離せないとき、父はいつもチャンネルを消していた。父が私に向ける陰気な顔は、心の奥底から胸が張り裂けるような気持ちをかき立てた。その番組が流れるといつも嫌な気分になるが、たくさんの思い出が次々と湧き上がってくる。もちろん、あまりいい思い出ではない。ため息をついて、私はゆっくりと立ち上がった。気を紛らわせなければならない。父の悲しそうな気分は残っていた。いつも私は父の気分を和らげ、少なくとも少しでも楽しませようとしていたが、今日は疲れていた。
",0.755,ONLINE-B,en-ja,113
"I hold a relatively slow pace as I approach the door, giving a small holler to Dad. “I’ll be heading out for a bit, dinner is in the fridge.” No response. Figures. He usually hears me though, he’ll probably be fine. Slowly closing the door behind me, I let another breathy sigh escape as the door completely shut. Nearly forgetting, I place my hand on the cold, metallic scanner that locks the door. If there was anything this apartment had, it was advanced tech, but then again; most places had notable technology–it had been a long time since anyone had used any other different technology.
","literary	test-en-literary_detestable_chunk_1_words_982
",True,"私は比較的ゆっくりとしたペースでドアに近づき、父に小さく叫んだ。「ちょっと出かけるよ。夕食は冷蔵庫にあるよ。」返事はない。当然だ。でもいつもは聞こえるから、たぶん大丈夫だろう。ゆっくりと後ろのドアを閉めると、ドアが完全に閉まったので、またため息をついた。忘れそうになりながら、ドアをロックする冷たい金属のスキャナーに手を置いた。このアパートに何かあるとしたら、それは高度な技術だが、ほとんどの場所には注目に値する技術がある。他の異なる技術を使う人がいなくなってから長い時間が経っていた。
",0.825,ONLINE-B,en-ja,105
"The cold, rainy night ensued my long overdue walk–exploring the city of Paltricus was a privilege to those who’d been safe from the mutation via escape, or pure luck. The city night was beautiful, illuminated with vibrant stars that remained for thousands of years. It must be lonely in the great distant sky. Paltricus was a nice place, but it felt more like a cage than a luxurious place of living. Filled to the brim with apartments, homes, and any other building able to hold occupants, most buildings were hundreds of stories tall; thanks to Ignniat. The mineral that appeased technology, and architecture was a great mineral that extended our foundation of life. Public knowledge only knows so much about this mineral though, mainly because mainly because it’s kept under pretty tough wraps.
","literary	test-en-literary_detestable_chunk_1_words_982
",True,"寒くて雨の降る夜、私はずっと先延ばしにしてきた散歩に出かけた。パルトリカスの街を探索できるのは、逃げて、あるいは運よく突然変異から逃れられた者たちの特権だった。街の夜は美しく、何千年もの間輝き続けた鮮やかな星々に照らされていた。遥か遠くの空は寂しいに違いない。パルトリカスは良い場所だったが、贅沢な生活の場というよりは檻のような感じだった。アパート、家、そして居住者を収容できるあらゆる建物でいっぱいで、ほとんどの建物は数百階建てだった。イグニアトのおかげです。テクノロジーと建築を満足させたこの鉱物は、私たちの生活の基盤を広げた偉大な鉱物でした。しかし、この鉱物について一般に知られていることはそれほど多くありません。それは、主にこの鉱物がかなり厳重に隠されているためです。
",0.81,ONLINE-B,en-ja,133
"Removing myself from clouded thoughts, I found my way to my favorite coffee spot; most people avoid it because rumors were spread that a lapse was found in the area, which was what society has referred to those whom the virus has infected. This never really disturbed me, I’ve had incredible luck my entire life, plus the owner is a great guy. Who would pass up free coffee in exchange for talks and chats late at night?
","literary	test-en-literary_detestable_chunk_1_words_982
",True,"ぼんやりした考えから抜け出して、お気に入りのコーヒーショップにたどり着きました。ほとんどの人は、その地域でウイルス感染者のことを社会が「感染者」と呼んでいる、感染者が見つかったという噂が広まっているため、そこを避けています。私はこれまでずっと信じられないほど幸運に恵まれてきましたが、このことでまったく動揺することはありませんでした。それに、オーナーは素晴らしい人です。深夜の会話と引き換えに、無料のコーヒーを断る人がいるでしょうか。
",0.88,ONLINE-B,en-ja,77
"Walking inside, a loud ring dispelled my discomfort as the aroma of freshly brewed coffee filled my lungs. Anton, the man who owned the store, was of course the person behind the counter – the place was practically empty except for a few people in the back. Approaching the counter, my feet tired from a long walk, I droop atop one of the stools and yawn. I spot Anton bringing the regular thankfully. “Hey Lilith, Long night?” his raspy voice echoed within the fractals of my brain, “Something of the sort,” I replied shallowly, more tired and tired by the second.
","literary	test-en-literary_detestable_chunk_1_words_982
",True,"中に入ると、大きな音が鳴り、淹れたてのコーヒーの香りが肺いっぱいに広がり、不快感が消えた。店のオーナーであるアントンは、もちろんカウンターの後ろにいる人で、店は後ろに数人いる以外はほとんど空っぽだった。カウンターに近づくと、長い散歩で疲れた足で椅子に腰を下ろし、あくびをした。ありがたいことに、アントンが常連客を持ってきているのを見つけた。「やあ、リリス。長い夜だったね？」彼のしゃがれた声が私の脳のフラクタルの中で反響した。「そんな感じ」私は浅はかに答えたが、一秒ごとに疲れが増していた。
",0.79,ONLINE-B,en-ja,101
"Ready to fix my fatigue, I took a few sips of the coffee placed in front of me. “Business still down since that sighting..?” I spoke quietly, not attempting to scare away the remaining customers that Anton’s unit had. He nodded, cleaning a glass with a rag – this place is technically a bar, but I never really came for drinks. A few murmurs could be heard from behind, but for the most part, the conversation between me and Anton was held rather short tonight. Waving him a small goodbye, I left the shop; with a little more energy than before.
","literary	test-en-literary_detestable_chunk_1_words_982
",True,"疲れを癒す準備ができたので、目の前に置かれたコーヒーを数口飲んだ。「あの目撃以来、まだ商売が下手なの…？」私はアントンの店に残っている客を怖がらせないように、静かに話した。彼はうなずき、雑巾でグラスを拭いた。ここは厳密に言えばバーだが、私は酒を飲みに来たわけではない。後ろから何やらささやき声が聞こえたが、今夜は私とアントンの会話は大抵、かなり短いものだった。彼に手を振ってさよならを告げ、私は店を出た。前よりも少し元気になった。
",0.83,ONLINE-B,en-ja,101
"Wandering the dark streets late at night wasn’t usually the best option, but honestly, it was better than staying in that stuffy apartment; hell most of the time you could hear the neighbors having sex more than you could hear your music. With a quick, breathy sigh, I returned my gaze to the walk ahead–I’ll probably make my way towards Al’s Pawnshop; just a place I find junk that looks interesting, as a pastime. Quick regret flushed over me as I heard footsteps close behind, maybe I'm overthinking it, but nobody hung around this place unless they wanted to get mugged, or beaten up. It was popular for its mafia and gang activities…
","literary	test-en-literary_detestable_chunk_1_words_982
",True,"夜遅くに暗い通りを歩き回るのは、たいていの場合、最良の選択肢ではないが、正直言って、あの息苦しいアパートにとどまるよりはましだった。たいていの場合、自分の音楽よりも隣人のセックスの音が聞こえた。息を切らしてため息をつき、私は視線を前方に戻した。おそらくアルの質屋に向かうだろう。気晴らしに、面白そうなガラクタを見つける場所だ。すぐ後ろから足音が聞こえて、すぐに後悔の念がこみ上げてきた。考えすぎなのかもしれないが、強盗や殴打を望まない限り、誰もこの場所には近寄らない。ここはマフィアやギャングの活動で有名だった…
",0.8,ONLINE-B,en-ja,113
"Stealthily I made my way towards the back of the store, murmurs and talking heard beyond a metal grate which took a few yanks to tear off. Climbing into the vent was the safest and quietest option for me right now; climbing my way through, I’d pick up on conversations and talks between strangely dressed men. I noticed Al inside, chained. Figures he’d get caught eventually.
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"私はこっそりと店の奥へと進んだ。金属の格子の向こうからざわめきや話し声が聞こえたが、その格子は数回引っ張って外さなければならなかった。通気口に登るのが、今の私にとっては一番安全で静かな選択肢だった。通り抜けながら、奇妙な服装をした男たちの会話や話し声を聞き取ることができた。私はアルが中にいて、鎖につながれているのに気づいた。彼はそのうち捕まるだろう。
",0.98,ONLINE-B,en-ja,66
"Alborn was a great guy, but this looked serious. No need to stick my nose out for someone, especially when they seem like they’ve just gotten into trouble with every authority in the city. Yet, I still couldn’t shake the feeling. Letting a silent sigh escape me, I slowly warped off the grate below, dropping down into the quiet room. “Psst. Al. Al!” I whispered, giving a soft yell at his lack of response. “Lilith? What are you doing here..? You’ve gotta leave, he’ll catch you.”
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"アルボーンは素晴らしい男だったが、これは深刻そうだった。特に、街のあらゆる当局とトラブルを起こしたばかりのような人のために、わざわざ口を出す必要はない。それでも、私はまだその気持ちを拭い去ることができなかった。静かにため息を吐きながら、私はゆっくりと下の格子からワープし、静かな部屋に降りていった。「チッ、アル、アル！」私は彼の反応がないことに小さく叫んでささやいた。「リリス？ここで何をしているの…？出て行かないと、彼に捕まるわ。」
",0.94,ONLINE-B,en-ja,86
"No shit, I silently voiced to myself. Attempting to lockpick the chains that wrapped around his arms, voices closed in on our location, the faint footsteps growing ever louder. “Quick! Get back in the vent, and leave. Do not come back. If we meet again, it won’t be in this city.” He said hurriedly, the flash of panic on his face didn’t help my nerves at all. Listening to his advice. I couldn’t bring myself to stay longer. Fuck, Al. I quickly ran for it after exiting the vent; it hurt a bit to lose such an invaluable friend. Were they moving him to the…other city? So many things were flicking through my slightly scattered mind, and most of them were angry but sad. I’d done numerous kinds of research on the outer cities, and the capital of the infected, Alcatraz, which they named after the prison – felt like it fit the name pretty well from what I’d read. Not to mention the unmutated had cut any remaining connecting land with infected land, it was…tragic.
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"当然だ、と心の中でつぶやいた。彼の腕に巻き付いた鎖を開錠しようとすると、声が私たちの居場所に迫り、かすかな足音がますます大きくなっていった。「急いで！換気口に戻って出て行け。戻ってはいけない。また会うことがあっても、この街ではないだろう。」彼は慌てて言ったが、彼の顔に浮かんだ一瞬のパニックは、私の神経を少しも和らげなかった。彼のアドバイスに耳を傾ける。私はこれ以上留まる気にはなれなかった。くそ、アル。換気口から出てすぐに逃げた。かけがえのない友人を失うのは少し辛かった。彼らは彼を…別の街に移すのだろうか？少し混乱した私の頭の中を、たくさんのことが駆け巡り、そのほとんどは怒りと悲しみだった。私は郊外の街についてさまざまな研究をしており、感染者の首都であるアルカトラズは刑務所にちなんで名付けられており、読んだところによると、その名前にかなりふさわしいと感じた。言うまでもなく、変異していない者たちは、感染した土地とつながっていた残りの土地をすべて切断していたので、それは…悲劇でした。
",0.93,ONLINE-B,en-ja,176
"The walk home was quiet, but so loud. The thoughts infecting my brain were booming, and the regret of not having stayed to help flashed over multiple times. I finally arrived home, almost brought to tears by the dreadful walk in the burst of sounds from the clouds above, the thunderous booms were enough to frighten any person sometimes. Dad was already passed out on the couch, some rerun of an older movie, probably 10-12 years old; sighing, I quietly crept my way back to my room. Flopping in the bed, I wasn’t able to keep my eyes open for long. Before long, slumber crept up on me.
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"家までの道は静かだったが、とても騒々しかった。頭の中を駆け巡る考えが渦巻き、助けに残っていなかったことへの後悔が何度もよぎった。ようやく家に着いたが、雲の上から轟く音の中を歩く恐ろしい道に涙が出そうになった。雷のような音は、時として誰でも怖がらせるのに十分だった。父はすでにソファで寝込んでいた。おそらく10～12年前の古い映画の再放送を見ていた。ため息をつきながら、私は静かに自分の部屋に戻った。ベッドに倒れ込み、長い間目を開けていられなかった。すぐに眠気が襲ってきた。
",0.885,ONLINE-B,en-ja,108
"The days rolled past before I could even realize it. It was a few days since Alborn was taken away – to where I had no clue, but I knew he was taken somewhere. Those outfits seemed familiar, but no way was I going to figure it out on the first try. Sighing, I placed my hands on the system in front of me, emanating a red and purple glow – I could hack the security, the place isn’t far, and I doubt they took measures...Maybe I shouldn’t. Of course, against all morals, my fingers moved without my knowing, pulling up multiple screens; god I’m good. I was pretty popular on a couple of websites, they referred to me as “WRAITH.” Which was a pretty catchy name. Granted my name on any site is WR417H, but I like to think the public came up with it.
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"気付く前に日が経っていた。アルボーンが連れ去られてから数日が経っていた。どこに連れて行かれたのか見当もつかなかったが、どこかに連れて行かれたことはわかっていた。あの服装は見覚えがあったが、一発でわかるはずはなかった。ため息をつきながら、赤と紫の光を発する目の前のシステムに手を置いた。セキュリティをハッキングできるし、場所は遠くないし、対策も講じていないだろう…やめたほうがいいのかもしれない。もちろん、道徳に反して、知らないうちに指が動いて複数の画面が表示された。私はいい子だ。私はいくつかのウェブサイトでかなり人気があり、彼らは私を「WRAITH」と呼んでいた。これはかなりキャッチーな名前だった。確かにどのサイトでも私の名前はWR417Hだが、私は一般人が考えたものだと思っている。
",0.925,ONLINE-B,en-ja,146
"Moving the surveillance onto my mobile device, I watched each one intently. Nothing. It was like they were never there. That makes no sense. Cameras had tight security, even with remote access. How..? ARGH. I stood angrily, ready to remove some thoughts from my head – I made my way over, sliding on shoes and taking my keys. “I’ll be back soon, Dad.”Silence. Whatever, he didn’t usually respond, he was probably busy doing something more important than me anyway.
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"監視カメラをモバイル デバイスに移し、私は 1 台 1 台を熱心に観察しました。何もありませんでした。まるで、最初からそこにいなかったかのようでした。意味がわかりません。カメラは、リモート アクセスでも厳重なセキュリティがかかっています。どうして...? ああ。私は怒りながら立ち上がり、頭の中の考えを整理しようとしました。そして、靴を履いて鍵を取り、彼のところへ向かいました。「すぐに戻ります、パパ。」沈黙。とにかく、彼は普段は反応しません。おそらく、私よりももっと重要なことで忙しいのでしょう。
",0.835,ONLINE-B,en-ja,79
"With a quick jolt, I felt a shiver enthrall its way down my spine as I made my way out of the apartment; weird. Ignoring the feeling, I urged myself to head towards Al’s to investigate a little, but my legs moved towards Anton’s small bar – it was a pretty calm place, and I definitely needed to talk to someone. Who better than a bartender who owes you something?
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"アパートから出ようとしたとき、突然、背筋が震えました。変な感じでした。その感覚を無視して、アルのところへ行って少し調べてみようかと自分に言い聞かせましたが、足はアントンの小さなバーの方へ向かいました。そこはとても静かな場所で、誰かと話をする必要がありました。何か借りがあるバーテンダーほどいい人がいるでしょうか?
",0.925,ONLINE-B,en-ja,70
"Irregularly, Anton’s was pretty busy; it was bustling with activity and new faces that I’ve never seen before – Anton was regularly the only worker, so knowing that he must be pretty stressed. “Hey Barkeep, get me a coffee.” I purposely spoke in a lower tone to throw him off a bit, a small chuckle escaping me seeing his sigh of relief after turning quickly. “God, Lilith, don’t do that to me…” he softly let out, obviously tired. “You seem pretty busy…you need some help? Look’s like there's more than plenty of folks here.” I huffed out, I do not want to help with these drunks, but I feel bad making this guy work alone out here. “Could you? I’ll pay you after…” he uttered with the eyes of a puppy, aimed straight at me. Advanced War Tactics…
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"アントンの店は不定期でかなり忙しかった。今まで見たこともないような新しい顔で賑わっていた。アントンはいつも唯一の従業員だったので、彼がかなりストレスを感じているに違いないと思った。「おい、バーテンダー、コーヒーを持ってきてくれ」。私はわざと低い声で話しかけて彼を少し混乱させた。彼が素早く振り向いてホッとしたため息をついたのを見て、私は小さな笑い声を漏らした。「ああ、リリス、そんなことしないでくれよ…」彼は明らかに疲れて、そっと言った。「かなり忙しそうだな…手伝ってほしい？ここにはたくさんの人がいるようだな」私は怒って言った。酔っ払いの面倒は見たくないが、この男をここで一人で働かせるのは申し訳ないと思った。「頼めるか？後で払うから…」彼は子犬のような目で私をまっすぐに見つめて言った。高度な戦争戦術…
",0.855,ONLINE-B,en-ja,138
"A burst of flames erupted from Thassalin's jaws as the colossal Thraki set fire to a very specific patch of forest, then circled above, watching for moment. Weirdly, as he had slowed down, the weird screaming noise from behind him had stopped. Thassalin had forgotten he had passengers on his back.
","literary	test-en-literary_fight_above_the_trees_chunk_1_words_996
",True,"巨大なトラキが森の特定の一角に火を放ち、一瞬の間見張っていると、タサリンの顎から炎が噴き出しました。奇妙なことに、彼が速度を落としたとき、背後から聞こえてきた奇妙な叫び声は止まりました。タサリンは背中に乗客が乗っていることを忘れていました。
",0.87,ONLINE-B,en-ja,51
"""My own flight is very different from being abruptly dragged off by a massive, pink dragon!""
","literary	test-en-literary_fight_above_the_trees_chunk_1_words_996
",True,"「私自身の飛行は、巨大なピンク色のドラゴンに突然引きずり出されるのとはまったく違います！」
",0.98,ONLINE-B,en-ja,16
